pool,pool_label,week_start,next_cumulative_net_return_bps,pool_next_cumulative_net_return_bps,next_cumulative_alpha_bps
w0931_0940_1m,09:31-09:40 / 1m,2022-01-04,-73.725422,-47.786344,-25.939078
w0931_0940_1m,09:31-09:40 / 1m,2022-01-05,-71.076201,-58.888363,-12.187839
w0931_0940_1m,09:31-09:40 / 1m,2022-01-06,-92.144548,-90.170658,-1.973890
w0931_0940_1m,09:31-09:40 / 1m,2022-01-07,-142.204438,-142.593834,0.389396
w0931_0940_1m,09:31-09:40 / 1m,2022-01-10,-75.687208,-102.874609,27.187401
w0931_0940_1m,09:31-09:40 / 1m,2022-01-11,-44.802873,-81.524782,36.721910
w0931_0940_1m,09:31-09:40 / 1m,2022-01-12,-50.272884,-93.148436,42.875552
w0931_0940_1m,09:31-09:40 / 1m,2022-01-13,-100.997463,-159.197358,58.199895
w0931_0940_1m,09:31-09:40 / 1m,2022-01-14,18.262607,-80.496701,98.759307
w0931_0940_1m,09:31-09:40 / 1m,2022-01-17,27.273047,-73.574562,100.847609
w0931_0940_1m,09:31-09:40 / 1m,2022-01-18,-46.240796,-118.218223,71.977427
w0931_0940_1m,09:31-09:40 / 1m,2022-01-19,-165.686077,-243.714397,78.028319
w0931_0940_1m,09:31-09:40 / 1m,2022-01-20,-366.389538,-406.551964,40.162426
w0931_0940_1m,09:31-09:40 / 1m,2022-01-21,-411.469454,-451.237485,39.768030
w0931_0940_1m,09:31-09:40 / 1m,2022-01-24,-543.303841,-625.718845,82.415004
w0931_0940_1m,09:31-09:40 / 1m,2022-01-25,-700.856960,-780.743922,79.886962
w0931_0940_1m,09:31-09:40 / 1m,2022-01-26,-896.852702,-941.956037,45.103334
w0931_0940_1m,09:31-09:40 / 1m,2022-01-27,-1017.701698,-1023.173302,5.471604
w0931_0940_1m,09:31-09:40 / 1m,2022-01-28,-918.822027,-936.833672,18.011645
w0931_0940_1m,09:31-09:40 / 1m,2022-02-07,-796.447118,-860.741635,64.294517
w0931_0940_1m,09:31-09:40 / 1m,2022-02-08,-612.830273,-712.401160,99.570887
w0931_0940_1m,09:31-09:40 / 1m,2022-02-09,-510.880838,-671.252751,160.371913
w0931_0940_1m,09:31-09:40 / 1m,2022-02-10,-574.272421,-791.099716,216.827295
w0931_0940_1m,09:31-09:40 / 1m,2022-02-11,-633.460635,-869.558975,236.098340
w0931_0940_1m,09:31-09:40 / 1m,2022-02-14,-566.558027,-825.825386,259.267359
w0931_0940_1m,09:31-09:40 / 1m,2022-02-15,-437.525911,-730.093964,292.568053
w0931_0940_1m,09:31-09:40 / 1m,2022-02-16,-398.079440,-700.375216,302.295776
w0931_0940_1m,09:31-09:40 / 1m,2022-02-17,-350.011521,-660.187236,310.175715
w0931_0940_1m,09:31-09:40 / 1m,2022-02-18,-146.889380,-545.535390,398.646010
w0931_0940_1m,09:31-09:40 / 1m,2022-02-21,-131.144704,-560.610566,429.465862
w0931_0940_1m,09:31-09:40 / 1m,2022-02-22,-47.485233,-495.809393,448.324160
w0931_0940_1m,09:31-09:40 / 1m,2022-02-23,-59.772274,-552.025407,492.253133
w0931_0940_1m,09:31-09:40 / 1m,2022-02-24,-100.371361,-605.851577,505.480216
w0931_0940_1m,09:31-09:40 / 1m,2022-02-25,-97.413347,-612.760800,515.347453
w0931_0940_1m,09:31-09:40 / 1m,2022-02-28,-0.654933,-545.669831,545.014899
w0931_0940_1m,09:31-09:40 / 1m,2022-03-01,20.301452,-509.132638,529.434089
w0931_0940_1m,09:31-09:40 / 1m,2022-03-02,65.731053,-496.051861,561.782914
w0931_0940_1m,09:31-09:40 / 1m,2022-03-03,8.368523,-579.727914,588.096437
w0931_0940_1m,09:31-09:40 / 1m,2022-03-04,-47.660198,-689.952551,642.292353
w0931_0940_1m,09:31-09:40 / 1m,2022-03-07,-231.776515,-890.290208,658.513692
w0931_0940_1m,09:31-09:40 / 1m,2022-03-08,-344.623022,-1078.443960,733.820938
w0931_0940_1m,09:31-09:40 / 1m,2022-03-09,-217.249477,-1053.931626,836.682149
w0931_0940_1m,09:31-09:40 / 1m,2022-03-10,-152.281627,-1016.523108,864.241481
w0931_0940_1m,09:31-09:40 / 1m,2022-03-11,-136.099996,-1023.047920,886.947924
w0931_0940_1m,09:31-09:40 / 1m,2022-03-14,-420.660004,-1375.169873,954.509869
w0931_0940_1m,09:31-09:40 / 1m,2022-03-15,-404.005520,-1414.853005,1010.847485
w0931_0940_1m,09:31-09:40 / 1m,2022-03-16,-152.842520,-1199.487046,1046.644526
w0931_0940_1m,09:31-09:40 / 1m,2022-03-17,-75.789914,-1120.706468,1044.916555
w0931_0940_1m,09:31-09:40 / 1m,2022-03-18,68.451142,-998.932118,1067.383261
w0931_0940_1m,09:31-09:40 / 1m,2022-03-21,122.158260,-966.322667,1088.480927
w0931_0940_1m,09:31-09:40 / 1m,2022-03-22,114.459289,-922.093954,1036.553243
w0931_0940_1m,09:31-09:40 / 1m,2022-03-23,54.487377,-962.617487,1017.104864
w0931_0940_1m,09:31-09:40 / 1m,2022-03-24,15.106976,-995.396745,1010.503721
w0931_0940_1m,09:31-09:40 / 1m,2022-03-25,-86.726464,-1057.423780,970.697316
w0931_0940_1m,09:31-09:40 / 1m,2022-03-28,-111.049167,-1077.638652,966.589485
w0931_0940_1m,09:31-09:40 / 1m,2022-03-29,-92.405758,-1059.690142,967.284384
w0931_0940_1m,09:31-09:40 / 1m,2022-03-30,-29.381018,-1004.767110,975.386092
w0931_0940_1m,09:31-09:40 / 1m,2022-03-31,-65.873912,-1014.518117,948.644204
w0931_0940_1m,09:31-09:40 / 1m,2022-04-01,-4.134018,-946.376965,942.242947
w0931_0940_1m,09:31-09:40 / 1m,2022-04-06,-74.187888,-1022.218678,948.030790
w0931_0940_1m,09:31-09:40 / 1m,2022-04-07,-193.022425,-1147.411212,954.388786
w0931_0940_1m,09:31-09:40 / 1m,2022-04-08,-323.183689,-1338.941435,1015.757747
w0931_0940_1m,09:31-09:40 / 1m,2022-04-11,-328.628899,-1365.141507,1036.512608
w0931_0940_1m,09:31-09:40 / 1m,2022-04-12,-346.243963,-1374.284224,1028.040262
w0931_0940_1m,09:31-09:40 / 1m,2022-04-13,-313.375460,-1370.590655,1057.215195
w0931_0940_1m,09:31-09:40 / 1m,2022-04-14,-357.240914,-1428.783500,1071.542586
w0931_0940_1m,09:31-09:40 / 1m,2022-04-15,-360.696292,-1387.370408,1026.674116
w0931_0940_1m,09:31-09:40 / 1m,2022-04-18,-214.889853,-1242.433360,1027.543507
w0931_0940_1m,09:31-09:40 / 1m,2022-04-19,-301.637625,-1299.630460,997.992835
w0931_0940_1m,09:31-09:40 / 1m,2022-04-20,-564.747181,-1557.136066,992.388886
w0931_0940_1m,09:31-09:40 / 1m,2022-04-21,-782.687449,-1768.850111,986.162662
w0931_0940_1m,09:31-09:40 / 1m,2022-04-22,-1166.343294,-2152.355693,986.012400
w0931_0940_1m,09:31-09:40 / 1m,2022-04-25,-1551.342951,-2587.177159,1035.834208
w0931_0940_1m,09:31-09:40 / 1m,2022-04-26,-1450.554256,-2538.321445,1087.767189
w0931_0940_1m,09:31-09:40 / 1m,2022-04-27,-1294.041109,-2361.162872,1067.121763
w0931_0940_1m,09:31-09:40 / 1m,2022-04-28,-1145.118976,-2192.213646,1047.094669
w0931_0940_1m,09:31-09:40 / 1m,2022-04-29,-840.889046,-1922.743180,1081.854134
w0931_0940_1m,09:31-09:40 / 1m,2022-05-05,-740.126202,-1882.530239,1142.404037
w0931_0940_1m,09:31-09:40 / 1m,2022-05-06,-578.237351,-1743.819185,1165.581834
w0931_0940_1m,09:31-09:40 / 1m,2022-05-09,-412.408595,-1622.137689,1209.729094
w0931_0940_1m,09:31-09:40 / 1m,2022-05-10,-292.821492,-1461.637235,1168.815743
w0931_0940_1m,09:31-09:40 / 1m,2022-05-11,-277.375672,-1437.519681,1160.144008
w0931_0940_1m,09:31-09:40 / 1m,2022-05-12,-239.254671,-1383.084684,1143.830013
w0931_0940_1m,09:31-09:40 / 1m,2022-05-13,-210.398304,-1364.156378,1153.758074
w0931_0940_1m,09:31-09:40 / 1m,2022-05-16,-220.883129,-1400.590864,1179.707735
w0931_0940_1m,09:31-09:40 / 1m,2022-05-17,-184.840644,-1340.351324,1155.510680
w0931_0940_1m,09:31-09:40 / 1m,2022-05-18,-200.421856,-1298.910196,1098.488340
w0931_0940_1m,09:31-09:40 / 1m,2022-05-19,-54.789747,-1164.912651,1110.122904
w0931_0940_1m,09:31-09:40 / 1m,2022-05-20,60.724106,-1076.652048,1137.376154
w0931_0940_1m,09:31-09:40 / 1m,2022-05-23,-108.429132,-1250.630467,1142.201335
w0931_0940_1m,09:31-09:40 / 1m,2022-05-24,-242.663895,-1367.520089,1124.856194
w0931_0940_1m,09:31-09:40 / 1m,2022-05-25,-179.726744,-1284.581928,1104.855183
w0931_0940_1m,09:31-09:40 / 1m,2022-05-26,-134.659980,-1241.811916,1107.151937
w0931_0940_1m,09:31-09:40 / 1m,2022-05-27,-107.250167,-1221.694631,1114.444464
w0931_0940_1m,09:31-09:40 / 1m,2022-05-30,4.466438,-1112.574567,1117.041005
w0931_0940_1m,09:31-09:40 / 1m,2022-05-31,58.895584,-991.920072,1050.815656
w0931_0940_1m,09:31-09:40 / 1m,2022-06-01,160.255948,-917.427915,1077.683863
w0931_0940_1m,09:31-09:40 / 1m,2022-06-02,355.484954,-757.958806,1113.443760
w0931_0940_1m,09:31-09:40 / 1m,2022-06-06,416.967417,-706.856705,1123.824122
w0931_0940_1m,09:31-09:40 / 1m,2022-06-07,372.458881,-741.036502,1113.495383
w0931_0940_1m,09:31-09:40 / 1m,2022-06-08,288.131978,-846.912791,1135.044769
w0931_0940_1m,09:31-09:40 / 1m,2022-06-09,354.589742,-835.930779,1190.520522
w0931_0940_1m,09:31-09:40 / 1m,2022-06-10,503.292878,-729.872227,1233.165105
w0931_0940_1m,09:31-09:40 / 1m,2022-06-13,548.113965,-721.515011,1269.628976
w0931_0940_1m,09:31-09:40 / 1m,2022-06-14,576.092687,-676.565732,1252.658419
w0931_0940_1m,09:31-09:40 / 1m,2022-06-15,566.164864,-669.677381,1235.842245
w0931_0940_1m,09:31-09:40 / 1m,2022-06-16,644.180205,-632.952606,1277.132812
w0931_0940_1m,09:31-09:40 / 1m,2022-06-17,807.117356,-534.661902,1341.779258
w0931_0940_1m,09:31-09:40 / 1m,2022-06-20,786.046376,-533.795891,1319.842267
w0931_0940_1m,09:31-09:40 / 1m,2022-06-21,700.798479,-613.569298,1314.367777
w0931_0940_1m,09:31-09:40 / 1m,2022-06-22,790.901438,-577.873689,1368.775127
w0931_0940_1m,09:31-09:40 / 1m,2022-06-23,953.236127,-442.172689,1395.408815
w0931_0940_1m,09:31-09:40 / 1m,2022-06-24,1042.631585,-370.909559,1413.541144
w0931_0940_1m,09:31-09:40 / 1m,2022-06-27,1123.379928,-294.174911,1417.554839
w0931_0940_1m,09:31-09:40 / 1m,2022-06-28,1044.827926,-311.363244,1356.191169
w0931_0940_1m,09:31-09:40 / 1m,2022-06-29,974.846684,-370.466745,1345.313429
w0931_0940_1m,09:31-09:40 / 1m,2022-06-30,1001.328539,-363.126942,1364.455481
w0931_0940_1m,09:31-09:40 / 1m,2022-07-01,1036.216969,-328.144506,1364.361475
w0931_0940_1m,09:31-09:40 / 1m,2022-07-04,1115.780861,-308.804695,1424.585556
w0931_0940_1m,09:31-09:40 / 1m,2022-07-05,1031.869499,-409.325930,1441.195429
w0931_0940_1m,09:31-09:40 / 1m,2022-07-06,1063.394924,-383.500593,1446.895516
w0931_0940_1m,09:31-09:40 / 1m,2022-07-07,1097.114432,-340.824413,1437.938846
w0931_0940_1m,09:31-09:40 / 1m,2022-07-08,1015.115384,-402.654460,1417.769844
w0931_0940_1m,09:31-09:40 / 1m,2022-07-11,934.183179,-493.037217,1427.220396
w0931_0940_1m,09:31-09:40 / 1m,2022-07-12,938.012606,-500.255215,1438.267821
w0931_0940_1m,09:31-09:40 / 1m,2022-07-13,1075.319575,-406.542304,1481.861879
w0931_0940_1m,09:31-09:40 / 1m,2022-07-14,1106.337854,-439.187546,1545.525400
w0931_0940_1m,09:31-09:40 / 1m,2022-07-15,1190.838163,-376.958158,1567.796321
w0931_0940_1m,09:31-09:40 / 1m,2022-07-18,1328.404236,-239.963241,1568.367476
w0931_0940_1m,09:31-09:40 / 1m,2022-07-19,1434.964249,-154.107803,1589.072052
w0931_0940_1m,09:31-09:40 / 1m,2022-07-20,1496.596368,-131.025068,1627.621436
w0931_0940_1m,09:31-09:40 / 1m,2022-07-21,1448.810038,-161.668273,1610.478312
w0931_0940_1m,09:31-09:40 / 1m,2022-07-22,1334.181335,-242.162301,1576.343636
w0931_0940_1m,09:31-09:40 / 1m,2022-07-25,1325.009185,-246.493743,1571.502928
w0931_0940_1m,09:31-09:40 / 1m,2022-07-26,1492.252073,-128.868434,1621.120508
w0931_0940_1m,09:31-09:40 / 1m,2022-07-27,1633.696864,-46.197495,1679.894360
w0931_0940_1m,09:31-09:40 / 1m,2022-07-28,1657.848113,-65.387045,1723.235158
w0931_0940_1m,09:31-09:40 / 1m,2022-07-29,1701.588531,-70.846318,1772.434849
w0931_0940_1m,09:31-09:40 / 1m,2022-08-01,1611.016726,-212.733558,1823.750284
w0931_0940_1m,09:31-09:40 / 1m,2022-08-02,1562.603325,-311.528618,1874.131942
w0931_0940_1m,09:31-09:40 / 1m,2022-08-03,1511.048170,-342.729556,1853.777726
w0931_0940_1m,09:31-09:40 / 1m,2022-08-04,1602.734577,-241.406756,1844.141332
w0931_0940_1m,09:31-09:40 / 1m,2022-08-05,1741.865029,-116.405741,1858.270770
w0931_0940_1m,09:31-09:40 / 1m,2022-08-08,1863.005654,-17.409579,1880.415233
w0931_0940_1m,09:31-09:40 / 1m,2022-08-09,1931.422679,11.852657,1919.570022
w0931_0940_1m,09:31-09:40 / 1m,2022-08-10,1973.701880,97.884450,1875.817430
w0931_0940_1m,09:31-09:40 / 1m,2022-08-11,1945.953625,130.522690,1815.430935
w0931_0940_1m,09:31-09:40 / 1m,2022-08-12,1950.977176,127.325493,1823.651683
w0931_0940_1m,09:31-09:40 / 1m,2022-08-15,2071.682544,194.512729,1877.169815
w0931_0940_1m,09:31-09:40 / 1m,2022-08-16,2132.376921,226.655534,1905.721386
w0931_0940_1m,09:31-09:40 / 1m,2022-08-17,2146.918882,234.142288,1912.776594
w0931_0940_1m,09:31-09:40 / 1m,2022-08-18,2073.934828,195.103062,1878.831766
w0931_0940_1m,09:31-09:40 / 1m,2022-08-19,1966.874167,155.211369,1811.662797
w0931_0940_1m,09:31-09:40 / 1m,2022-08-22,2056.821708,214.781998,1842.039710
w0931_0940_1m,09:31-09:40 / 1m,2022-08-23,1911.997084,78.239342,1833.757743
w0931_0940_1m,09:31-09:40 / 1m,2022-08-24,1733.529334,-79.880553,1813.409887
w0931_0940_1m,09:31-09:40 / 1m,2022-08-25,1634.802798,-129.462652,1764.265450
w0931_0940_1m,09:31-09:40 / 1m,2022-08-26,1609.395218,-129.519355,1738.914573
w0931_0940_1m,09:31-09:40 / 1m,2022-08-29,1633.364024,-67.823068,1701.187091
w0931_0940_1m,09:31-09:40 / 1m,2022-08-30,1410.867209,-227.213607,1638.080817
w0931_0940_1m,09:31-09:40 / 1m,2022-08-31,1236.670091,-364.332133,1601.002223
w0931_0940_1m,09:31-09:40 / 1m,2022-09-01,1281.228758,-324.580647,1605.809406
w0931_0940_1m,09:31-09:40 / 1m,2022-09-02,1359.778557,-253.416271,1613.194828
w0931_0940_1m,09:31-09:40 / 1m,2022-09-05,1513.952501,-164.894099,1678.846601
w0931_0940_1m,09:31-09:40 / 1m,2022-09-06,1676.031232,-62.632933,1738.664165
w0931_0940_1m,09:31-09:40 / 1m,2022-09-07,1650.567085,-87.626276,1738.193361
w0931_0940_1m,09:31-09:40 / 1m,2022-09-08,1519.211047,-146.254228,1665.465275
w0931_0940_1m,09:31-09:40 / 1m,2022-09-09,1507.357205,-130.317622,1637.674827
w0931_0940_1m,09:31-09:40 / 1m,2022-09-13,1468.713997,-186.774580,1655.488578
w0931_0940_1m,09:31-09:40 / 1m,2022-09-14,1303.921659,-308.239745,1612.161404
w0931_0940_1m,09:31-09:40 / 1m,2022-09-15,1049.296708,-552.138654,1601.435363
w0931_0940_1m,09:31-09:40 / 1m,2022-09-16,920.706192,-705.285275,1625.991467
w0931_0940_1m,09:31-09:40 / 1m,2022-09-19,982.379797,-665.015788,1647.395585
w0931_0940_1m,09:31-09:40 / 1m,2022-09-20,1054.333000,-625.061502,1679.394502
w0931_0940_1m,09:31-09:40 / 1m,2022-09-21,1124.823356,-571.772014,1696.595369
w0931_0940_1m,09:31-09:40 / 1m,2022-09-22,1035.647582,-677.813299,1713.460880
w0931_0940_1m,09:31-09:40 / 1m,2022-09-23,894.132147,-862.961365,1757.093512
w0931_0940_1m,09:31-09:40 / 1m,2022-09-26,1013.161181,-776.048371,1789.209552
w0931_0940_1m,09:31-09:40 / 1m,2022-09-27,864.290841,-851.244575,1715.535416
w0931_0940_1m,09:31-09:40 / 1m,2022-09-28,722.363211,-991.459546,1713.822756
w0931_0940_1m,09:31-09:40 / 1m,2022-09-29,595.841774,-1110.756718,1706.598492
w0931_0940_1m,09:31-09:40 / 1m,2022-09-30,409.491461,-1268.108612,1677.600073
w0931_0940_1m,09:31-09:40 / 1m,2022-10-10,337.542475,-1321.539666,1659.082141
w0931_0940_1m,09:31-09:40 / 1m,2022-10-11,541.496783,-1125.890228,1667.387012
w0931_0940_1m,09:31-09:40 / 1m,2022-10-12,738.764259,-917.841792,1656.606051
w0931_0940_1m,09:31-09:40 / 1m,2022-10-13,889.579404,-755.385431,1644.964835
w0931_0940_1m,09:31-09:40 / 1m,2022-10-14,1048.650697,-604.198457,1652.849154
w0931_0940_1m,09:31-09:40 / 1m,2022-10-17,1142.901792,-528.755008,1671.656800
w0931_0940_1m,09:31-09:40 / 1m,2022-10-18,1135.018082,-547.191374,1682.209457
w0931_0940_1m,09:31-09:40 / 1m,2022-10-19,1036.084934,-587.832983,1623.917917
w0931_0940_1m,09:31-09:40 / 1m,2022-10-20,1042.666967,-576.282141,1618.949107
w0931_0940_1m,09:31-09:40 / 1m,2022-10-21,993.783615,-648.707354,1642.490969
w0931_0940_1m,09:31-09:40 / 1m,2022-10-24,912.142569,-767.393154,1679.535723
w0931_0940_1m,09:31-09:40 / 1m,2022-10-25,1079.264909,-620.601878,1699.866787
w0931_0940_1m,09:31-09:40 / 1m,2022-10-26,1156.306569,-551.512073,1707.818642
w0931_0940_1m,09:31-09:40 / 1m,2022-10-27,904.407116,-767.976807,1672.383924
w0931_0940_1m,09:31-09:40 / 1m,2022-10-28,840.690159,-865.569092,1706.259251
w0931_0940_1m,09:31-09:40 / 1m,2022-10-31,1012.726431,-700.134843,1712.861274
w0931_0940_1m,09:31-09:40 / 1m,2022-11-01,1177.041141,-538.269285,1715.310427
w0931_0940_1m,09:31-09:40 / 1m,2022-11-02,1265.883751,-455.362246,1721.245998
w0931_0940_1m,09:31-09:40 / 1m,2022-11-03,1433.519522,-332.060077,1765.579599
w0931_0940_1m,09:31-09:40 / 1m,2022-11-04,1549.364870,-234.049393,1783.414264
w0931_0940_1m,09:31-09:40 / 1m,2022-11-07,1551.384898,-233.870440,1785.255339
w0931_0940_1m,09:31-09:40 / 1m,2022-11-08,1570.710571,-219.564462,1790.275033
w0931_0940_1m,09:31-09:40 / 1m,2022-11-09,1525.705040,-252.064209,1777.769250
w0931_0940_1m,09:31-09:40 / 1m,2022-11-10,1462.919487,-242.114966,1705.034454
w0931_0940_1m,09:31-09:40 / 1m,2022-11-11,1351.980630,-310.219250,1662.199880
w0931_0940_1m,09:31-09:40 / 1m,2022-11-14,1476.034461,-224.242047,1700.276508
w0931_0940_1m,09:31-09:40 / 1m,2022-11-15,1535.251216,-142.705335,1677.956551
w0931_0940_1m,09:31-09:40 / 1m,2022-11-16,1506.372410,-149.797516,1656.169925
w0931_0940_1m,09:31-09:40 / 1m,2022-11-17,1527.040194,-144.534893,1671.575087
w0931_0940_1m,09:31-09:40 / 1m,2022-11-18,1482.591549,-169.138700,1651.730249
w0931_0940_1m,09:31-09:40 / 1m,2022-11-21,1466.516127,-180.330448,1646.846575
w0931_0940_1m,09:31-09:40 / 1m,2022-11-22,1342.864157,-261.055626,1603.919783
w0931_0940_1m,09:31-09:40 / 1m,2022-11-23,1358.974141,-252.622793,1611.596934
w0931_0940_1m,09:31-09:40 / 1m,2022-11-24,1301.931988,-305.768015,1607.700004
w0931_0940_1m,09:31-09:40 / 1m,2022-11-25,1244.935077,-356.248058,1601.183134
w0931_0940_1m,09:31-09:40 / 1m,2022-11-28,1345.220752,-257.205030,1602.425781
w0931_0940_1m,09:31-09:40 / 1m,2022-11-29,1412.018693,-214.950790,1626.969483
w0931_0940_1m,09:31-09:40 / 1m,2022-11-30,1449.287772,-162.967900,1612.255673
w0931_0940_1m,09:31-09:40 / 1m,2022-12-01,1482.812213,-120.053961,1602.866174
w0931_0940_1m,09:31-09:40 / 1m,2022-12-02,1509.986970,-59.942083,1569.929053
w0931_0940_1m,09:31-09:40 / 1m,2022-12-05,1516.149452,-64.739867,1580.889319
w0931_0940_1m,09:31-09:40 / 1m,2022-12-06,1528.078874,-67.905620,1595.984494
w0931_0940_1m,09:31-09:40 / 1m,2022-12-07,1567.901450,-67.779825,1635.681274
w0931_0940_1m,09:31-09:40 / 1m,2022-12-08,1568.010516,-78.534153,1646.544670
w0931_0940_1m,09:31-09:40 / 1m,2022-12-09,1564.005168,-103.193614,1667.198781
w0931_0940_1m,09:31-09:40 / 1m,2022-12-12,1571.194664,-123.571385,1694.766049
w0931_0940_1m,09:31-09:40 / 1m,2022-12-13,1533.956305,-154.589249,1688.545555
w0931_0940_1m,09:31-09:40 / 1m,2022-12-14,1543.743507,-158.426457,1702.169964
w0931_0940_1m,09:31-09:40 / 1m,2022-12-15,1508.038548,-205.550414,1713.588962
w0931_0940_1m,09:31-09:40 / 1m,2022-12-16,1361.891559,-349.553495,1711.445055
w0931_0940_1m,09:31-09:40 / 1m,2022-12-19,1189.266256,-465.533989,1654.800245
w0931_0940_1m,09:31-09:40 / 1m,2022-12-20,1104.751140,-509.389732,1614.140871
w0931_0940_1m,09:31-09:40 / 1m,2022-12-21,1058.774586,-607.919780,1666.694365
w0931_0940_1m,09:31-09:40 / 1m,2022-12-22,969.792700,-704.561905,1674.354605
w0931_0940_1m,09:31-09:40 / 1m,2022-12-23,1019.133005,-620.865710,1639.998715
w0931_0940_1m,09:31-09:40 / 1m,2022-12-26,1111.327277,-523.974500,1635.301776
w0931_0940_1m,09:31-09:40 / 1m,2022-12-27,1078.104185,-568.675587,1646.779772
w0931_0940_1m,09:31-09:40 / 1m,2022-12-28,1038.149830,-606.845495,1644.995325
w0931_0940_1m,09:31-09:40 / 1m,2022-12-29,1041.959249,-588.649059,1630.608308
w0931_0940_1m,09:31-09:40 / 1m,2022-12-30,1164.117608,-451.111804,1615.229412
w0931_0940_1m,09:31-09:40 / 1m,2023-01-03,1274.231408,-334.184356,1608.415764
w0931_0940_1m,09:31-09:40 / 1m,2023-01-04,1290.144083,-282.050943,1572.195026
w0931_0940_1m,09:31-09:40 / 1m,2023-01-05,1347.381437,-244.914732,1592.296169
w0931_0940_1m,09:31-09:40 / 1m,2023-01-06,1408.803496,-224.961275,1633.764770
w0931_0940_1m,09:31-09:40 / 1m,2023-01-09,1430.588517,-226.139511,1656.728028
w0931_0940_1m,09:31-09:40 / 1m,2023-01-10,1421.649475,-258.323905,1679.973380
w0931_0940_1m,09:31-09:40 / 1m,2023-01-11,1372.085423,-292.395265,1664.480687
w0931_0940_1m,09:31-09:40 / 1m,2023-01-12,1343.903949,-280.131485,1624.035435
w0931_0940_1m,09:31-09:40 / 1m,2023-01-13,1386.481857,-205.816764,1592.298621
w0931_0940_1m,09:31-09:40 / 1m,2023-01-16,1401.299205,-182.025982,1583.325187
w0931_0940_1m,09:31-09:40 / 1m,2023-01-17,1386.856611,-170.676594,1557.533205
w0931_0940_1m,09:31-09:40 / 1m,2023-01-18,1406.405285,-116.983457,1523.388742
w0931_0940_1m,09:31-09:40 / 1m,2023-01-19,1478.176432,-35.447374,1513.623806
w0931_0940_1m,09:31-09:40 / 1m,2023-01-20,1566.920935,46.031263,1520.889672
w0931_0940_1m,09:31-09:40 / 1m,2023-01-30,1634.315324,65.620680,1568.694644
w0931_0940_1m,09:31-09:40 / 1m,2023-01-31,1757.194396,177.637797,1579.556599
w0931_0940_1m,09:31-09:40 / 1m,2023-02-01,1852.719575,261.010968,1591.708607
w0931_0940_1m,09:31-09:40 / 1m,2023-02-02,1891.431178,274.074558,1617.356620
w0931_0940_1m,09:31-09:40 / 1m,2023-02-03,1937.033983,272.876899,1664.157084
w0931_0940_1m,09:31-09:40 / 1m,2023-02-06,2015.850255,314.413746,1701.436509
w0931_0940_1m,09:31-09:40 / 1m,2023-02-07,2004.507869,314.753613,1689.754256
w0931_0940_1m,09:31-09:40 / 1m,2023-02-08,2062.467568,354.767675,1707.699893
w0931_0940_1m,09:31-09:40 / 1m,2023-02-09,2137.179712,424.019543,1713.160169
w0931_0940_1m,09:31-09:40 / 1m,2023-02-10,2181.386676,463.596114,1717.790562
w0931_0940_1m,09:31-09:40 / 1m,2023-02-13,2230.735045,504.317630,1726.417415
w0931_0940_1m,09:31-09:40 / 1m,2023-02-14,2271.879954,515.118141,1756.761813
w0931_0940_1m,09:31-09:40 / 1m,2023-02-15,2166.460690,413.642140,1752.818550
w0931_0940_1m,09:31-09:40 / 1m,2023-02-16,1992.435027,280.297045,1712.137983
w0931_0940_1m,09:31-09:40 / 1m,2023-02-17,1996.484205,290.506573,1705.977632
w0931_0940_1m,09:31-09:40 / 1m,2023-02-20,2090.232078,384.457633,1705.774445
w0931_0940_1m,09:31-09:40 / 1m,2023-02-21,2081.077113,399.109965,1681.967148
w0931_0940_1m,09:31-09:40 / 1m,2023-02-22,2081.925137,414.251646,1667.673491
w0931_0940_1m,09:31-09:40 / 1m,2023-02-23,2035.025662,383.020981,1652.004682
w0931_0940_1m,09:31-09:40 / 1m,2023-02-24,1983.814136,329.391684,1654.422452
w0931_0940_1m,09:31-09:40 / 1m,2023-02-27,1992.703797,346.427302,1646.276496
w0931_0940_1m,09:31-09:40 / 1m,2023-02-28,2116.447966,407.723535,1708.724431
w0931_0940_1m,09:31-09:40 / 1m,2023-03-01,2211.930758,437.592164,1774.338595
w0931_0940_1m,09:31-09:40 / 1m,2023-03-02,2163.747930,415.196484,1748.551446
w0931_0940_1m,09:31-09:40 / 1m,2023-03-03,2165.393215,408.681384,1756.711831
w0931_0940_1m,09:31-09:40 / 1m,2023-03-06,2050.973496,311.257966,1739.715531
w0931_0940_1m,09:31-09:40 / 1m,2023-03-07,2005.572342,249.849872,1755.722471
w0931_0940_1m,09:31-09:40 / 1m,2023-03-08,2084.521471,299.080129,1785.441342
w0931_0940_1m,09:31-09:40 / 1m,2023-03-09,2066.544968,243.666085,1822.878882
w0931_0940_1m,09:31-09:40 / 1m,2023-03-10,2065.757660,219.535034,1846.222626
w0931_0940_1m,09:31-09:40 / 1m,2023-03-13,2046.939955,168.273551,1878.666404
w0931_0940_1m,09:31-09:40 / 1m,2023-03-14,2006.257511,171.174262,1835.083250
w0931_0940_1m,09:31-09:40 / 1m,2023-03-15,1902.901780,95.520806,1807.380974
w0931_0940_1m,09:31-09:40 / 1m,2023-03-16,1942.454891,75.447576,1867.007315
w0931_0940_1m,09:31-09:40 / 1m,2023-03-17,2000.233965,55.643494,1944.590471
w0931_0940_1m,09:31-09:40 / 1m,2023-03-20,2050.835382,134.967057,1915.868325
